name,countryId
Jazeel Al Ataa Trading Company,2
JAZEERAT BIN,2
Jazirat Al-Binaa Trading Company,2
Jeddah steel factory,2
JEDDAH STEEL FACTORY CO(EASTERN RECRUITMENT COMPANY),2
JEDDHYA BAKERY,2
JEDDHYA STEEL 2019,2
JOAN WEST CAR WASH,2
JOMAN RESTAURANT,2
JOUD AL-AMAL TRADING SERVIES COMPANY,2
JR'S STREAM BURGER,2
JUBAIL CROSS,2
JUICE FLASE,2
Juman Restaurant to serve meals,2
Kafaa Arabia Company for Operation and Maintenance is a one person company,2
Kaisab company Ltd Group,2
KAJ CONTRACTING ESTABLISHMENT,2
KAMAR AL-YAMAMAM CO.GROUP 13RD ,2
Kanoo Terminal Services,2
Kayan Supply Trading Company,2
KFAAH FOR OPERATION & MAINTENANCE,2
Khafif,2
KHAFIF FOOD COMPANY,2
KHALED A.ALMULHEM&BROS. CO,2
KHALIANAHUL DESSERT SHOP,2
KHALID AND ABDUL AZIZ A AL OMRAN CO,2
Khalid Saeed Bin Mohammed Al Qahtani General Contracting Est,2
KIND OF COFEE ESTABLISHMENT TO PROVIDE DRINKS,2
King of Juices chain establishment to provide drinks,2
KINGDOM PAULTRY FARM & AGRICULTURE,2
KISS THE TIRAMISU,2
LA VIEILLE,2
Laila Madi Muhammad Al-Subaie's laundry,2
LAMMAT FOOD,2
LAND SUPPLY,2
LAND SUPPLY CORPORATION,2
Lareen Flowers Foundation for weddings and events,2
LATIF PASTRY,2
LAUNDRY COLD RIVER OF WASHING CLOTHES,2
LE FOURNAIL RESTURANT,2
Leading Horizon General Contracting Est,2
"LEHAM CO FOR TRADING, INDUSTRY& CONTRACTING",2
LIME& SANDLIME BRICKS CO LTD,2
Lina Ali Yahya Al Harbi Architectural Contracting Est,2
Lina Faleh Saeed Al Shahrani Foundation for catering services,2
LIVE STOCK,2
LOALOAT COMPANY,2
Local grill restaurant to serve meals,2
Loloat Al Seeh Transport Est,2
Love Chemistry Foundation for weddings and events,2
Lulu Luxury Food Company to provide meals,2
LUXIRIOUS TASTE ESTABLISHMENT FOR SERVING MEALS,2
Luxury coffee establishment to serve drinks,2
M/S  Hadi Hammad Al-Hammam Holding co,2
M/S  Advanced Imdad Contracting Est ,2
M/S  Al Amara International Trading &contracting Company,2
M/S  Majid Abdul Majeed Al Faraj General Contracting Est,2
M/S  NEW COLD OASIS GROUP,2
M/S  Rukn Al-Emar Contracting Est,2
M/S  taj aljazirah company saudi arabia,2
M/S al khaleej plastic industries saudi arabia,2
M/S Aljedi restaurant and cafe Kuwait 25th,2
M/S Al-Ojaimi Group( Mohammed Al-Ojaimi Trading contracting company) ,2
M/S AL-WADI LAUNDRY FOR EXQUISITE CLOTHS CARE,2
M/S Arabian Trading And Contracting co. WLLC Doha Qatar 10 Group ,2
M/S Atif Rania Laundry for washing clothes 05th( Rajesh sir project),2
M/S Bait Al Nazeem Massage Center,2
M/S Basmah Trading &contracting co Group 27th,2
m/s Bukhari Restaurant Company for services 15 Group ( Rajesh sir project) ,2
M/S Croffle coffee shop serving 05th( Rajesh sir project) ,2
M/S East Forces Transport Corporation 15th ( Rajesh sir project),2
M/S Electrical and telecom company Saudi Arabia 30th ,2
M/S Fine Dining Restaurant& cousin.,2
M/S Gulf Supplies Corporation for Communications and Information Technology,2
M/S Hala canon Foundation to provide meals 10th,2
M/S HAMOUD AL-SAMAH EST GENERAL CONTRACTING,2
M/S High Altitude Transportation co.,2
M/S Hizam Al Qathani Group /K.S.A ,2
M/S Hubrum Company Ltd. Group 27th,2
M/S ICMS Group - International Construction & Manufacturing Services Group 100,2
M/S Innovative fast food food establishment 05th( Rajesh sir projects) ,2
M/S Jaf Arabia company.,2
M/S Khalaf Al-Afaq Est. For logistics servicesGroup 21th ( Rajesh sir project,2
M/S Lamasat Wardah Trading Est 05th( Rajesh sir project),2
M/S MAhmed Mohamed Farrag General Contracting Establishment 10th,2
M/S Manqad Najd Company for providing meals/K.S.A,2
M/S otno coffee shop saudi arabia,2
M/S Petromin corporation saudi arabia 05th( Rajesh sir project) ,2
M/S Prime innovation company saudi arabia 05th( Rajesh project) ,2
M/S Quila of Rice Restaurant to serve meals 05th( Rajesh sir project) ,2
M/S RAWAIYA AL ETIHAD CONT EST.,2
M/S Saeed Bin Ali Bin Hadi Al-Marri Catering Services Establishment,2
M/S Shomukh Al Ajaz Company Limited Group 40,2
M/S Snjoop Restaurant serving for fast food 05th,2
M/S Unicare Pharmaceutical Industry 10th( Rajesh sir project) ,2
M/S Universal Metal Coating Company( Unicoil) Group 10,2
M/S Work Force Saudi Arabia.( Marriott Hotel ) Group 20th Urgent,2
M/S Al-Andalus Hall Company for celebrations,2
M/S. Maher Abdullah Issa Al-Brahim Mechanics Group,2
Madar Al Idea Trading Company,2
MADHISH CLEANEST CAR(AL-MARRI TRADING GROUP),2
mafco industrial and commercia,2
Mahdi bin Abdullah bin Mohammed Jbara Transport Corporation,2
Mahdi Taher bin Muhammad Al-Dakhil Restaurant for serving meals,2
"Maher Abdullah Issa Al-Brahim, mechanics",2
"Maher Abdullah Issa Al-Ibrahim,",2
Maher bin Abdullah bin Issa Al-Ibrahim car maintenance workshop (297977),2
Maher bin Abdullah bin Issa Al-Ibrahim car maintenance workshop (297978),2
MAI OTHAM,2
Maidah Ayda Al Harthi Factory for Plastic Products,2
Main Zam Company for General Contracting,2
Majalat steel Factoty company for Trade and Industry,2
Majd and Wajd Restaurant to serve meals,2
MAJEED ABDULA,2
Majid Abdul Majeed Al Faraj,2
Majid Awad Mohammed Al Otaibi Operation and Maintenance Establishment (298475),2
Majid Awad Mohammed Al Otaibi Operation and Maintenance Establishment (298839),2
Maknaz Investment Company Group 05,2
MAKREM HOUSE FAST FOOD,2
MANAH HASHAN,2
Manal Mansour Bin Moawad Al Raddadi Furniture Washing Est,2
MANARAH AL-JUBAIL CONT. CO.LTD,2
Manqoush restaurant for serving meals,2
Manqoush restaurants for servicing meals,2
MANSOUR SAUD AL-SHAMMARI,2
MANSOUR SAUD AL-SHAMMARI GENERAL CONTRACTING EST.,2
MANSOURAH GULF TRANSPORTATION &  RENTAL EQUIP.CO.,2
MANSOURAH GULF TRANSPORTATION & HEAVY RENTAL EQUIPEMENT CO.,2
MAQNA INDUSTRIAL DEVELOPMENT CO,2
Mariam Ahmed Jaber Al-Maliki Center for Car Maintenance,2
MARMIT,2
Marwan Hassan Bin Ali Al-Ansari Trading Est,2
MASAR OARYA HOFAN,2
Masar Qarya Hotel Apartments Est,2
Masar village apaerments for serviced apartments,2
Mashhour Car Decoration and Polishing Est,2
Massadr Human Resource Services Company,2
MASTER PIECES,2
MATHILAH,2
MAYSOON TAHER,2
Maysoon Taher Al Takiyyah Foundation for General Contracting,2
Mega Contracting Company Ltd.,2
MERMAID EAST G.C,2
Mesaieed Abdullah Al Shamry & Partners Trading & Contracting Co,2
Mesaieed Abdullah Al Shamry & Partners Trading & Contracting Co.,2
MESHAL F.AL-MUQAITEEB FOR GENERAL CONTRACTING,2
MIDDLE EAST ENGINEERING & DEVELOPMENT CO.LTD.,2
MIDDLE EAST STAR GENERAL CONTRACTING Co. Ltd.,2
MIDDLE EAST STAR GENERAL CONTRACTING COMPANY,2
Milan Hotel ( Al-Ghamdi Hotel)  KSA Group 6th,2
Minister's rice restaurant to serve meals,2
MISHARI AHMAD ALNAZAWIAND PARTNER TRADING COMPANY,2
MISHWAR RESTURANT,2
Mission completion contracting company (297975),2
Miteb Bin Hadi Al Hammam Contracting Company (300774),2
Miteb bin Hadi AlHammam Contracting Company(Al-najm),2
"Modern Bait Al Arab Group Co., Ltd.",2
Modern Family Food Supplies,2
Modern Integration Contracting Company,2
MODERN STEEL FACTOR,2
Modern Steel World Factory,2
MODERN TOUCH EST.,2
Mohamed Issa Hassan Zarbatan Café for serving meals,2
Mohammad Al-Jarrallah Equipment & Petroleum Services company,2
MOHAMMAD HASAN AL-YUSHUF DOORS FACTORY,2
Mohammed Al Jarallah Petroleum Equipment and Services Company is a one-person company.,2
MOHAMMED BIN ABDULLAH BIN MOHAMMED AL-KUWARI TRADING,2
MOHAMMED S.SALAMAN GENERAL CONTRACTING.,2
MOHAMNED AHMED,2
MOMAMMED FAHAD AL ASSAIF CONTRACTING EST,2
Mono Café to serve drinks,2
Mosso International General contracting Est),2
MOVENPICK HOTEL AL KHOBAR,2
MS Al-Ojaimi Group( Mohammed Al-Ojaimi Trading contracting company),2
MUBARAK A.AL-HAJRI FOR GENERAL CONTRACTING.,2
MUBARAK BIN BARAK AL-OSAMI CONTRACTING EST,2
MUMTAZ NATIONAL BAKARIES CO.LTD.,2
MUNEER GENERAL CONSTRACTING,2
MUNEER GENERAL CONTRACTING EST,2
Munira Eid Barak Al Otaibi Contracting Est,2
"MUSAED SALEH AL MODAIM,IGH ABDUL",2
Mutab Bin Hadi Al Hamam Contracting Company (308199),2
MUTAIB HADI AL HAMMAM CONT.CO (307752),2
My health restaurant is better for serving meals,2
My Umberlla cafe,2
My Umbrella Café Serves,2
NAC,2
Nadia Eid Hillel Shaman Restaurant to serve meals,2
NADID EID SERVE MEAL,2
NAGHAM ALAZOORY FOR BEVERAGE EST,2
Naif Shanif Salmi Al Otaibi Blacksmith & Aluminum Workshop,2
Najm Al Thaqib Cont. Co.KSA,2
NAJM INSURANCE SERVICES,2
Najm Insurance Services P.O. Box ,2
NAJMA SAEED AL- ZAHARANI WORKSHOP.,2
NAJRAN COMPANY (NGCC),2
Nal Gulf General Contracting Est,2
NAL GULF GENERAL CONTRACTING EST GROUP 5TH VISA,2
"Nal Gulf General Contracting, Industrial Support Services",2
Namaq Company to serve drinks,2
NAMERAL.AL-MORKHEEL EST FOR GENERAL CONT,2
Naouma Touch Trading Company,2
NAPCO COMPOSITE PACKAGING TECHNOLOGY LTD,2
NASAR PLASTIC FACTORY,2
Naseem Al Khaleej Trading Est,2
NASEER A.H. BALHARITH GENERAL CONTRACTING EST,2
Nasma Al Bustan Factory Group 10,2
NASSER AHMED BARKATA TRADING & CONTRACTING EST,2
Nasser Alkheliwi Engineering Office KSA Group 3rd,2
NASSER CAR WASH,2
NASSER PLASTIC FACTORY,2
Nasser Saad Al-Naimi contracting  Est,2
Nasser Saad Nasser Al Nuaimi Contracting Est,2
Nasser Sultan Nasser Maawali General Contracting Est,2
NASSIR AL NAIMI,2
"NASSIR MANA WABRAN CO, & PARTNERS",2
National Blue Company Ltd. (NBC),2
NATIONAL BUILDING COMPANY FOR HOTEL,2
NATIONAL BUILDING COMPANY.(NBC),2
National Capabilities Company for Commercial Services,2
NAWAF,2
NBC 2019,2
NBC 2021,2
NCC,2
Nebras Al Riyadh Contracting Est,2
NESMA& PARTNER CONTRACTING CO.LTD.,2
NEW Middle East Star General Contracting Company,2
NEW SAUDI DOLOMITE,2
NN,2
NOBAL INTERNATIONAL,2
NOFA GALAB,2
"NOHA ,UHAMMAD",2
NOHA MD,2
Noha Muhammad Yahya Hamdi Trading Est,2
NOORYANA,2
NOORYANA APARTMENT & SUITS,2
Northern Countryside Foundation for serving meals,2
NOUN,2
Noura Saleh Dhafer Al-Wadai Restaurant for providing meals,2
OASIS CATERING,2
OLAYAN SAUDI HOLDING COMPANY,2
OLDER ALTLETS'S TRATMENT CENTER,2
OLEVERA RESTURANT,2
OLMAR M.AL-DOSSARY CONTRACTING EST.,2
OMAR S.AL-ZAIDAN./TAZZUR,2
ORIENT CONTRACTORS CONSTRUCTION CO,2
Oriental Pie Corner Restaurant to serve meals,2
ORMA MARBLES,2
Osos United Trading Company is a one person company,2
OTHMAN H.ALGHAMDI,2
OTTE,2
PASTRY BASKET,2
PEARL ARAB CONTRACTING COMPANY,2
PEARL ARABIA CONTRACTING EST,2
Pearl glass And Aluminium Company W.l.l Group 10,2
Petro Lina Fuel Company,2
PETRONASH MANUFACTURING CO.(PETRONASH),2
Pink Ribbon Sweets Shop,2
Planning and Urbanization Corporation for General Contracting,2
PLASTIC AL KHALEEJ FACTORY,2
POTENTIAL,2
POWER TECH. FOR METAL FABRICATIONS (PT-STEEL),2
PRETTY HOME COMPANY,2
PRINCE,2
PROJECT SYSTEM GROUP,2
PROMISING EXCELLENCE GENERAL CONTRACTING EST,2
PROMISING EXCELLENCE SELECTION LIST,2
PROSERVE ABARIA SAUDIA,2
Protein Laboratory Restaurant,2
PURE CALORIES ( Hamid Abdulaziz Hamid Al-Omari restaurants to serve meals ),2
Qabar restaurant for serving meals,2
Qamar Al Yamama Company  05th,2
Qamra Corner Restaurant for serving meals,2
Qatouf North Company for providing meals,2
QUALITY CASTING,2
QUDRAT NATIONAL FOR COMMERCIAL SERVICES,2
QUEEN OF INDIA RESTAURANT,2
RABIYA RESTURENT (Al-Aghar fast food restaurant),2
RADISSON SAS HOTEL,2
Raed Saeed Khelawi Al-Ghamdi Restaurants for Fast Food,2
Raghad Falih Faisal Al-Dosari restaurants to provide meals,2
Raghefa restaurant for serving meals,2
Raghefa restaurant for serving meals 05th,2
RAHAF Zabin Saab Al-Shammari Foundation For contracting,2
RAK GENERAL CONTRACTING EST.,2
RAMAZ UNITED,2
RAMLA BREAD BAKERT,2
RAMOND INTERNATIONAL,2
Ramz Al Awael United Contracting Company,2
Rana Abdullah bin Ibrahim Al-Bassam Foundation for serving meals,2
RASHED AL RASHED& SONS GROUP,2
Rashid Contracting Establishment for its owner Jaber Hamad Rashid Al Marri,2
Raspberry dessert cafe to serve meals,2
Rawabi Ahmed Bin Abdullah Al-Furaij Fast Food Establishment,2
Rawaq Al Wadi Restaurant for serving meals,2
RED BOX,2
red sea cont. est,2
RED SEA PROTABLE MANICURING CO,2
REFACTORY,2
REFACTORY & CONSTRUCTION ABABIA LLC,2
REFCON ( Arabian Refractories and Contracting Company Ltd.),2
Regalraj Food Catering Services Company,2
RENAD GENERAL,2
Restaurants hot food equipment for serving meals,2
REYASH RESTURANT,2
RICE CASTAL,2
Riga raj food catering company Group 30th,2
Ring Calvaro Catering Services Company,2
Riyadh Al-Dana Trading and Contracting Company is a one-person company,2
RIYADH FURNITURE 3,2
Riyadh Furniture Company Factor,2
Riyadh Furniture Factory Company,2
Riyadh Furniture Factory Company 2,2
Riyadh Lobby Company Branch,2
ROCK COFFEE COMPANY,2
Roll map restaurant for serving meals,2
ROMANIYA,2
ROSES LOVE,2
ROSSO LOUNDGE,2
ROYAL DESIGN,2
Rukn Al-Emar Contracting Est,2
RUQAYYAH NGHIMISH RESTURANT,2
SAAD AL-GHATANI FACTORY FOR FABRICATION JUBAIL,2
SAAD KHALAF ANZI JUICES,2
SAAD SAIF AL-NAIMI & PARTNERS CO.LTD.,2
Saad Saif Al-Naimi Transport Est Group 4th,2
SAAD SAIF AL-NAIMI TRANSPORTATION EST,2
SAADSAIF AL-NAIMI CONTRACTING EST,2
Saarah Group of Companies,2
SAEED BIN SAAD AL-GHAMDI TRADING & CONTRACTING CO,2
SAEL SAUDI L.L.C.,2
SAFA SUPPLIES TRADING,2
Safan EST,2
Safana buffet to serve meals,2
SAFETY & SECURITY,2
SAFWA GLASS FACTORY,2
Sahaib Al-Aamar General Contracting Est,2
SAHEL MAINTAIN AND CLEANING COMPANY,2
SAHIL COMPANY,2
SAIF RAHIMA CONTRACTING,2
SAIFSAID AL-NAIMI& PARTNERS CO.LTD.,2
SAIHAT GYM,2
SALEH AL-JUHNI SONS CO FOR TRADING,2
SALEH AL-SANNAN CONTRACTING EST,2
Saleh Mohammed Bin Ali Al-Har Foodstuff Est,2
Salem Ahmed Al-Haider,2
SALEM BIN ALI AL-OMAR GENERAL ,2
SALEM BIN ALI-AL OMAR GEENRAL CONTRACTING COMPANY,2
SALEM MOHAMAD SALEM,2
SAM UNITED TRANSPORT AND LOGISTICS COMPANY ONE PERSON,2
SAMART INDUSTRAIAL,2
SAMCON INDUSTIRAL SOLUTIONS,2
Sandwich Trading Company,2
SARAH ANWAR BIN MOHAMMAD,2
Sarah Anwar Bin Mohammed Al Mulla,2
sari Emirates Contracting Establishment  (310190),2
sari Emirates Contracting Establishment (310192),2
SASMEEMAR CONTRACTING & TRADING EST,2
Sattam Farhan Al Shammari Contracting Est,2
SAUDI CRYPRIAN,2
Saudi Cycle Company,2
"SAUDI CYPRIAN CONSTRUCTION CO.LTD.,",2
SAUDI CYPRIN 2021,2
SAUDI FISHER COMPANY,2
SAUDI FRIENDS 2019,2
SAUDI FRIENDS ENGINEERING & CONST. CO.LTD. (SEFEC),2
SAUDI HYDRODYNAMICS COMPANY LTD,2
SAUDI HYDRONAMICS CO. LTD,2
SAUDI MANPOWER COMPANY(SMASCO),2
Sawahil Al Khobar General Contracting Est,2
Second Food Corporation for fast food,2
second food corpraration,2
SEDAR GROUP TRADING AND CONTRACTING CO.,2
SELECETED FLAVOUR RESTURANT,2
Selected flavors restaurant for serving meals,2
Self-cleaning car wash,2
SERVICE,2
Shaar Al Sharq General Contracting Establishment,2
SHAFIQ CONTRACTING COMPANY GROUP,2
Shafiq Contracting Company is a one person company,2
SHAHD HAM ZA BIN,2
SHAHD ZABIN SAAB AL-SHAMRY,2
Shahi Qirat Beverage Serving Company,2
SHAJAA ZAYED TARIKH AL OTAIBI CONTRACTING ESTABLISHMENT,2
SHAMIYA RETURANT TO SERVE MEALS,2
Shan Arab Contracting Company One Person,2
"Shan Arabian Contracting Company, one person Group 25th",2
SHAN INTERNATIONAL HVAC CONTRACTING AND MAINTENANCE,2
SHARIDA ABDUL,2
Sharifa Abdul Rahman Muhammad Al-Qarni Grocery for foodstuffs,2
Sharifa Ali Ahmed Marei Foundation for vegetables and fruits,2
Shawarma and Lord Pie restaurant for serving meals,2
Shiraz kebab restaurants to serve meals,2
SHMOUK NEW BUILDINGS CONTRACTING COMPANY,2
SHMOUKH,2
SHMOUKH 2021,2
Shore restaurants to provide meals,2
SHWARMA HOUSE,2
Silo United Trading Company,2
Simple Future Establishment for General Contracting,2
Smart Touch Company Limited is a one person company,2
SOUK AL KHAYAL,2
SPECIALIZED GLOBAL RESOURCE EST,2
Speed Architectural Technology Co,2
Spring Falls ( Ismail Ibrahim Al-Madh Trading Establishment ),2
STAR OF KINGDOM,2
Strength and Health Restaurant for serving meals,2
SULACO TRADING COM,2
Sulaco Trading Company,2
SULAIMAN A.AL RAJHI TRADING COMPANY,2
SULTAN SAEED AL ZAHRANI GENERAL CONTRACTING EST. GROUP 20TH ,2
SUNGCHANG& AL SHAIKH CONTRACTING CO.LTD,2
sure choice general contracting,2
SURE RESTURANT,2
Sweet Taste Sweets Factory,2
TAAZUR GENERAL CONTRACTING COMPANY LTD.,2
TAAZUR-NAIF,2
Table Four contracting commonly co. Ltd. Group 32,2
Taj aljazirah company,2
TAJAJ CONT,2
Take Restaurant Hanan Ayedh Abdullah Al Mohsen,2
TAKHALIDGENERAL CONTRACTING EST.,2
TAMEER & ENSHA ( TERHAL SUITES FOR RESIDENTIAL UNITS),2
Tameer &Ensha,2
TANDOORI HOUSE RESTAURANT ,2
TARA AL ARBAIAN,2
TAREK NASSIR,2
TARIK NASIF 2021,2
TASTE OF HARMONY (Harmony Flavors Contracting Company),2
TASTE OF HARMONY RESTAURANT ,2
TDAU BROAST BURGER,2
TEAM LIFTING COMPANY,2
TECHNICAL CONTRACTING COMPANY,2
Technical Marine contracting company TM Group 5th,2
Thamarat Al Nutritional Establishment for Catering Services,2
Thamer Abdullah Dakhil Al Hamyani Architectural Contracting Est,2
thasal contraction,2
THE BEST FOOD EASTABLISMENT,2
THE BOWL IS  A ONE PERSON  COMPANY,2
THE DIFFERENT CAFE,2
"The Empty Quarter Gas Station, Kelfout Al Rashidi Khanate",2
The Kingdom Factory for Industry,2
The most delicious Karak fast food restaurants,2
THE SAUDI ICE CREAM FACTORY(KWALITY),2
THE TWO CAFE,2
THEABLOTON GENERAL,2
Top Cleaner Laundry for Laundry,2
Topaz restaurant,2
TOUCH OF ART,2
Trek Beverage Service,2
trysmood Café to serve drinks,2
TWO GAZEEEL SERVE DRINKS,2
UBL ( Universal Bridge Logistic co,2
UMM PIES CATERING COMPANY,2
UNICARE INDUSTRY,2
UNICOIL,2
UNION COILS,2
UNITED FOOD,2
UNITY STEEL FACTORY,2
UNSUCESS PROJECT,2
Verdi's Meal Service,2
VICTORIA SECRET,2
Vision Auto Services Company,2
Vision Towers Contracting Est,2
WADI AL-NAHIL TRADING EST GROUP 3 VISAS.,2
WDOOHALHADAF TRADING & CONTRACTING (CLEAR TARGER),2
WEJDAN (Hassan Mohammed bin Jassim Shalfah General Contracting Est),2
Wejdan Mohammed bin Salman Al Obaid General Contracting Est,2
WESHAHIA AIR CONDITINING,2
WESTER STEEL FACTORY  2021,2
Western Joan Car Wash,2
WESTERN STEEL INDUSTIRES COMPANY(JEDDAH STEEL FACTORY),2
Wood Magic Modern Decoration,2
WORK FORE (Manpower Company for Logistics Services),2
World Legends Contracting Company is a one person company,2
YOUNISH HABIB,2
YOUSEF ABDULLAH BIN ALI AL SMAIL TRADING,2
YOUSEF ABDULMUHSEN AL-TAMIMI CO.,2
YOUSSEF BINKHAMEES FACTORY FOR GOLD AND JEWELLERY,2
ZAHARA AL-NAWARN CONTRACING COMPANY,2
ZAHARANI,2
Zahraa Abkar Gibran Gibran Café serves drinks,2
Zaman Al-Qaim Factory for Industry,2
ZAMANAT CONTRACTING INDUSTRIAL SERVICES EST(ZATCO),2
ZOUK AL KHAYAL,2